item,score,total_occ,preferred_occ
African trunk,0.7,10,7
experienced tenure,0.4,10,4
corporate vibration,0.3333333333333333,9,3
dedicated motive,0.8,10,8
strict beneficiary,0.625,8,5
academic villager,0.8888888888888888,9,8
physical hurricane,0.4,10,4
armed header,0.0,8,0
keen file,0.5,10,5
competitive pint,0.5,6,3
liberal diamond,0.2,10,2
acute barrel,0.1,10,1
alternative flesh,0.25,8,2
actual swimmer,0.7777777777777778,9,7
prestigious aim,0.5555555555555556,9,5
mixed pipeline,0.6666666666666666,9,6
extended emperor,0.1,10,1
intelligent prise,0.3,10,3
Asian chip,0.5555555555555556,9,5
literary stable,0.3,10,3
annual discretion,0.5555555555555556,9,5
dedicated noise,0.5,10,5
steep animal,0.2222222222222222,9,2
executive champagne,0.6666666666666666,9,6
secure sudoku,0.3,10,3
equivalent mandate,0.8,10,8
optical thief,0.1111111111111111,9,1
senior householder,0.8888888888888888,9,8
vital dedication,0.8,10,8
brief inspector,0.5,10,5
biological helicopter,0.1111111111111111,9,1
digital despair,0.3,10,3
Indian morality,0.6,10,6
rapid atom,0.5555555555555556,9,5
preferred corruption,0.5555555555555556,9,5
helpful bullet,0.6666666666666666,9,6
diverse pop,0.625,8,5
terrorist making,0.4444444444444444,9,4
Conservative sailing,0.6666666666666666,9,6
assistant detention,0.2,10,2
mass quota,0.8,10,8
positive steel,0.18181818181818182,11,2
beneficial can,0.6,10,6
monthly grandmother,0.1111111111111111,9,1
difficult wake,0.3333333333333333,9,3
prime wolf,0.5555555555555556,9,5
printed arrest,0.2,10,2
online guitar,0.4444444444444444,9,4
relative injustice,0.9,10,9
considerable sauce,0.375,8,3
urban tomato,0.4444444444444444,9,4
classical cache,0.5555555555555556,9,5
archaeological brick,0.6,10,6
frequent bibliography,0.3333333333333333,9,3
back physic,0.4444444444444444,9,4
wet evil,0.2,10,2
inclusive guitarist,0.625,8,5
guilty noon,0.0,10,0
wild kilometer,0.4,10,4
compatible ace,0.625,8,5
ill genome,0.2,10,2
liberal risk,0.625,8,5
distinct snack,0.3,10,3
Irish DNA,0.4444444444444444,9,4
nervous classification,0.5555555555555556,9,5
effective strand,0.7777777777777778,9,7
parliamentary grip,0.6,10,6
broad tenure,0.9,10,9
nervous mainstream,0.5555555555555556,9,5
linear asbestos,0.2222222222222222,9,2
nuclear castle,0.2,10,2
ethnic text-decoration,0.6,10,6
parallel authentication,0.4,10,4
fundamental delight,0.8888888888888888,9,8
criminal spacecraft,0.4444444444444444,9,4
warm medal,0.4444444444444444,9,4
registered landing,0.6,10,6
internal print,0.6,10,6
fat dialect,0.1,10,1
close emails,0.7,10,7
Canadian reply,0.7,10,7
dual extract,0.7,10,7
sad promise,0.7272727272727273,11,8
left environment,0.1,10,1
geographical antibiotic,0.2,10,2
correct auditor,0.6,10,6
static hunt,0.3,10,3
regulatory satellite,0.7,10,7
liberal grain,0.1,10,1
silent prosecution,0.9,10,9
interested ancestor,0.5,10,5
functional newspaper,0.6,10,6
holy volume,0.2,10,2
fundamental disciple,0.7,10,7
realistic bowel,0.3333333333333333,9,3
terrorist coast,0.3,10,3
wrong outset,0.4,10,4
guilty basket,0.2222222222222222,9,2
Russian joint,0.2222222222222222,9,2
total intention,0.4444444444444444,9,4
evil voter,0.5,10,5
identical saving,0.5555555555555556,9,5
golden battalion,0.6666666666666666,9,6
native dissemination,0.7,10,7
civil drink,0.6666666666666666,9,6
white undertaking,0.3333333333333333,9,3
logical transparency,0.6666666666666666,9,6
fundamental cover,0.6666666666666666,9,6
violent soap,0.1111111111111111,9,1
distinct pension,0.6666666666666666,9,6
married dissemination,0.2,10,2
automatic stripe,0.6363636363636364,11,7
full-time url,0.4444444444444444,9,4
strict frustration,0.4,10,4
wide decrease,0.6666666666666666,9,6
broad seeker,0.7,10,7
overseas inhabitant,0.9,10,9
open municipality,0.5555555555555556,9,5
sophisticated poison,0.5555555555555556,9,5
formal bombing,0.4,10,4
recent sexuality,0.6666666666666666,9,6
Danish sediment,0.3333333333333333,9,3
wide junk,0.1,10,1
strange drill,0.5555555555555556,9,5
eligible cover,0.5,10,5
Latin conservatory,0.7777777777777778,9,7
close inventory,0.6,10,6
consistent neighbour,0.7,10,7
rich pub,0.7,10,7
open pound,0.3333333333333333,9,3
happy theorem,0.3333333333333333,9,3
rare dimension,0.6666666666666666,9,6
technological rest,0.5,10,5
capable money,0.2222222222222222,9,2
romantic farmland,0.625,8,5
Norwegian confession,0.5714285714285714,7,4
impressive suitability,0.8,10,8
confident kernel,0.14285714285714285,7,1
charitable ditch,0.3,10,3
pregnant broadcast,0.0,8,0
indigenous ref,0.5714285714285714,7,4
conservative thank,0.0,10,0
statistical recipient,0.5555555555555556,9,5
established rifle,0.1,10,1
vulnerable interface,0.7777777777777778,9,7
enormous wish,0.8,10,8
chief mill,0.3333333333333333,9,3
vertical mortgage,0.4,10,4
concrete healthcare,0.5,10,5
exciting distributor,0.6666666666666666,9,6
dry advertisement,0.25,8,2
ethnic dictionary,0.8888888888888888,9,8
preferred hectare,0.7777777777777778,9,7
conservative incidence,0.4,10,4
influential playground,0.5555555555555556,9,5
medical epic,0.5,10,5
Soviet soccer,0.6666666666666666,9,6
concrete geography,0.5,10,5
careful nucleus,0.3333333333333333,9,3
helpful submarine,0.3333333333333333,9,3
exceptional mankind,0.5555555555555556,9,5
dependent prise,0.5,8,4
remarkable plain,0.2,10,2
experienced bias,0.7,10,7
illegal healing,0.25,8,2
linear advocacy,0.5,10,5
sudden jurisdiction,0.3,10,3
conservative evening,0.6,10,6
legislative soul,0.3,10,3
southern grain,0.6,10,6
present bite,0.25,8,2
residential ridge,0.2727272727272727,11,3
online refurbishment,0.6,10,6
thin biodiversity,0.375,8,3
secondary competency,0.6,10,6
Australian bronze,0.5,10,5
cold salvation,0.4,10,4
married crest,0.4,10,4
classic tributary,0.6666666666666666,9,6
fat studio,0.2,10,2
Spanish pass,0.6,10,6
helpful grassland,0.6666666666666666,9,6
defensive photography,0.375,8,3
applicable corruption,0.7777777777777778,9,7
presidential egg,0.4,10,4
outer treat,0.25,8,2
weekly boom,0.6,10,6
religious fin,0.1111111111111111,9,1
main chess,0.3333333333333333,9,3
estimated pesticide,0.3,10,3
indigenous foam,0.3,10,3
preliminary queen,0.2222222222222222,9,2
extended pitcher,0.6666666666666666,9,6
emotional sporting,0.1111111111111111,9,1
brilliant biscuit,0.375,8,3
surprising recruitment,0.8888888888888888,9,8
chief healthcare,0.1111111111111111,9,1
gay salary,0.4,10,4
parallel transit,0.8,10,8
subject manor,0.4444444444444444,9,4
outer integration,0.5,8,4
ethical newsletter,0.625,8,5
stable audit,0.6,10,6
French fur,0.6666666666666666,9,6
actual boost,0.8,10,8
executive nutrient,0.1111111111111111,9,1
young ingredient,0.1,10,1
Scottish mask,0.7777777777777778,9,7
collective brass,0.4,10,4
broad tear,0.625,8,5
worldwide digit,0.2,10,2
welcome validity,0.4,10,4
interesting tear,0.5555555555555556,9,5
blind vowel,0.1,10,1
intellectual inscription,0.6,10,6
functional slide,0.7,10,7
familiar mall,0.6666666666666666,9,6
mature constituency,0.6,10,6
native concession,0.3,10,3
industrial sporting,0.8888888888888888,9,8
fascinating silence,0.375,8,3
applicable swimming,0.2,10,2
radical object,0.7777777777777778,9,7
romantic pricing,0.25,8,2
sharp undertaking,0.7777777777777778,9,7
automatic kilometer,0.0,10,0
golden fraction,0.7777777777777778,9,7
organisational visa,0.3333333333333333,9,3
Iraqi terrain,0.7,10,7
minimum tour,0.4444444444444444,9,4
friendly vaccination,0.1,10,1
considerable childcare,0.5,8,4
final humanity,0.2,10,2
immediate footage,0.6,10,6
applicable bar,0.5,10,5
inner coordinator,0.8888888888888888,9,8
diverse emergency,0.5,10,5
secondary flash,1.0,7,7
historic cab,0.25,8,2
academic sunset,0.0,9,0
opposite hymn,0.5,8,4
adverse pony,0.0,9,0
precise rain,0.4,10,4
Greek storyline,0.7,10,7
magnificent cage,1.0,9,9
confident lip,0.2222222222222222,9,2
extreme monarchy,0.6,10,6
artistic operator,0.6666666666666666,9,6
straight uniform,0.5,8,4
prominent wage,0.625,8,5
North check,0.125,8,1
junior lounge,0.7777777777777778,9,7
violent technician,0.5555555555555556,9,5
crucial leave,0.625,8,5
West behaviour,0.2,10,2
apparent manufacture,0.4,10,4
armed proposal,0.5,10,5
experienced concrete,0.1,10,1
gentle squash,0.4,10,4
economic demo,0.6,10,6
stunning tissue,0.3333333333333333,9,3
operational sailor,0.7777777777777778,9,7
established petrol,0.1111111111111111,9,1
weekly violence,0.7777777777777778,9,7
married backup,0.4444444444444444,9,4
stable casualty,0.7,10,7
influential registry,0.8,10,8
Scottish probe,0.5,10,5
estimated checklist,0.6666666666666666,9,6
fictional span,0.5,8,4
short warfare,0.6,10,6
spiritual exam,0.6,10,6
manual timetable,0.7,10,7
detailed lending,0.6,10,6
British harvest,0.4,10,4
white cleaning,0.5,10,5
structural attacker,0.5,8,4
dominant paragraph,0.7,10,7
creative anime,0.8,10,8
ethical usage,0.75,8,6
annual rebellion,0.625,8,5
qualified invitation,0.6666666666666666,9,6
familiar runway,0.8888888888888888,9,8
clear novice,0.4,10,4
amateur sensitivity,0.3,10,3
legendary duty,0.8,10,8
Israeli valuation,0.625,8,5
opposite clerk,0.1,10,1
controversial technician,0.8,10,8
relative dwelling,0.8,10,8
major sofa,0.2857142857142857,7,2
sophisticated electricity,0.0,9,0
fascinating carpet,1.0,10,10
stunning maternity,0.1111111111111111,9,1
logical breed,0.5555555555555556,9,5
variable encouragement,0.625,8,5
charitable chart,0.5555555555555556,9,5
careful certificate,0.3333333333333333,9,3
helpful plane,0.4444444444444444,9,4
young midnight,0.1111111111111111,9,1
Iraqi hit,0.8,10,8
stunning printer,0.7,10,7
pleasant midnight,0.4,10,4
external mathematician,0.2222222222222222,9,2
narrow artwork,0.5555555555555556,9,5
daily civilian,0.3,10,3
secure gathering,0.9,10,9
false committee,0.4,10,4
powerful diocese,0.8,10,8
visual sediment,0.6,10,6
thick million,0.5454545454545454,11,6
able sugar,0.1,10,1
outstanding substrate,0.4444444444444444,9,4
thick neighborhood,0.3,10,3
bold squadron,0.4444444444444444,9,4
proud diagnosis,0.6,10,6
near omission,0.6,10,6
sorry pharmacy,0.3,10,3
exciting standing,0.3,10,3
artistic insulation,0.6,10,6
classical shelf,0.3,10,3
informal graph,0.875,8,7
brief username,0.625,8,5
Christian sibling,0.375,8,3
genetic politician,0.125,8,1
liberal gem,0.5555555555555556,9,5
legendary moon,0.75,8,6
theoretical infringement,0.7777777777777778,9,7
technical imprisonment,0.5,10,5
American protein,0.5,10,5
valuable neighbourhood,0.8571428571428571,7,6
ethnic vaccination,0.4444444444444444,9,4
existing warrior,0.6,10,6
clean physician,0.6,10,6
undergraduate guitarist,0.6666666666666666,9,6
overseas protein,0.3,10,3
electrical cricketer,0.2222222222222222,9,2
empty catch,0.5,10,5
commercial angel,0.3,10,3
latter believer,0.5555555555555556,9,5
compulsory erosion,0.8888888888888888,9,8
historical rope,0.4444444444444444,9,4
printed projection,0.5555555555555556,9,5
black protein,0.0,8,0
archaeological infantry,0.5,10,5
consecutive subsection,0.5555555555555556,9,5
distinctive morning,0.7,10,7
increased ocean,0.45454545454545453,11,5
able month,0.3,10,3
optional estate,0.6666666666666666,9,6
extensive cooking,0.8888888888888888,9,8
ready algebra,0.0,9,0
artistic shopping,0.2222222222222222,9,2
exceptional regulator,0.8,10,8
collaborative flavour,0.4,10,4
comprehensive tongue,0.5555555555555556,9,5
stunning coal,0.2222222222222222,9,2
linear collar,0.5714285714285714,7,4
straight pasture,0.6,10,6
structural pregnancy,0.4444444444444444,9,4
blind diploma,0.125,8,1
silent probe,1.0,7,7
religious touchdown,0.1111111111111111,9,1
opposite fireplace,0.6,10,6
strict redundancy,0.4,10,4
likely lamb,0.0,10,0
tall backdrop,0.875,8,7
dominant bow,0.4,10,4
identical clarity,0.6666666666666666,9,6
eligible Christianity,0.5,8,4
domestic artery,0.3,10,3
chief nest,0.4444444444444444,9,4
significant equation,1.0,10,10
graphic cupboard,0.5,8,4
golden spacecraft,0.9,10,9
popular maternity,0.2,10,2
median bread,0.1111111111111111,9,1
well-known nut,0.8,10,8
capable interview,0.4444444444444444,9,4
beautiful faction,0.4444444444444444,9,4
South move,0.3333333333333333,9,3
sensitive weapon,0.8,10,8
wealthy mortar,0.2222222222222222,9,2
military kilometre,0.4,10,4
square terrorist,0.2222222222222222,9,2
integral commander,0.6,10,6
complex therapist,1.0,8,8
pregnant bet,0.2,10,2
responsible gesture,0.8,10,8
inner tune,0.5555555555555556,9,5
assistant anxiety,0.4,10,4
integral suit,0.4,10,4
sharp self,0.5,8,4
interactive rhetoric,0.625,8,5
evil excursion,0.6666666666666666,9,6
terrorist ridge,0.1111111111111111,9,1
religious electorate,0.8,10,8
latter fireplace,0.0,8,0
retail popularity,0.7,10,7
wet translation,0.2,10,2
optional congratulation,0.875,8,7
improved biology,0.8,10,8
confident adjustment,1.0,9,9
enjoyable debt,0.4,10,4
slight boxer,0.6666666666666666,9,6
conservative info,0.8888888888888888,9,8
notable accordance,0.5,10,5
affordable civilian,0.3,10,3
ongoing bottle,0.25,8,2
expensive physics,0.5,10,5
capable harbour,0.4444444444444444,9,4
contemporary happiness,0.875,8,7
accurate ore,0.0,9,0
automatic predecessor,0.5555555555555556,9,5
emotional diplomat,0.7777777777777778,9,7
maximum tune,0.5,10,5
strategic cricket,0.1111111111111111,9,1
constant continuity,0.9,10,9
common conservation,1.0,8,8
legal lady,0.4444444444444444,9,4
electrical blade,0.7,10,7
architectural sheet,0.5555555555555556,9,5
guilty butterfly,0.4,10,4
wooden athletics,0.2,10,2
major twin,0.4,10,4
flat tactic,0.7,10,7
remote procession,0.7777777777777778,9,7
future dead,0.4,10,4
simple outset,0.3,10,3
rapid beast,0.2222222222222222,9,2
genuine wrestler,0.7777777777777778,9,7
classical lord,0.4444444444444444,9,4
eastern push,0.4444444444444444,9,4
armed bandwidth,0.2,10,2
absolute clone,0.6,10,6
intensive hat,0.1,10,1
clinical hunting,0.2222222222222222,9,2
hot invoice,0.6,10,6
optional opposition,0.8,10,8
middle dinner,0.1,10,1
ethical Police,0.8,10,8
sorry metadata,0.3333333333333333,9,3
reasonable refuge,0.6666666666666666,9,6
notable equivalent,0.7,10,7
same skiing,0.2222222222222222,9,2
on-line rebel,0.7,10,7
thick catering,0.1111111111111111,9,1
cultural finish,0.5555555555555556,9,5
charitable accessibility,0.6,10,6
ready gender,0.2,10,2
surprising livestock,0.5,8,4
structural fairy,0.0,9,0
busy villa,1.0,10,10
mutual cookie,0.3,10,3
stable midfielder,0.7,10,7
scientific wildlife,0.4444444444444444,9,4
male loading,0.3,10,3
thin reliance,0.4,10,4
correct poisoning,0.4,10,4
preliminary cottage,0.5,10,5
stunning shopping,0.2222222222222222,9,2
warm pick,0.4444444444444444,9,4
mass syntax,0.625,8,5
silent emergence,0.7777777777777778,9,7
responsible depth,0.3,10,3
middle habitat,0.8,10,8
distinct fuel,0.6363636363636364,11,7
rapid urine,0.6,10,6
welcome slavery,0.125,8,1
chief sympathy,0.5,10,5
natural marathon,0.4444444444444444,9,4
creative hunter,0.7777777777777778,9,7
active repeat,0.3333333333333333,9,3
logical supermarket,0.2222222222222222,9,2
friendly buying,0.6666666666666666,9,6
ongoing worm,0.2,10,2
black refund,0.1,10,1
existing freshwater,0.8888888888888888,9,8
brown philosophy,0.1111111111111111,9,1
unlikely telescope,0.1111111111111111,9,1
continuous voucher,0.7,10,7
rough educator,0.6666666666666666,9,6
narrow suitability,0.7,10,7
nervous consulting,0.6666666666666666,9,6
sound cookie,0.0,9,0
urban infection,0.7,10,7
steep compiler,0.5,10,5
absolute travel,0.5,8,4
German suspension,0.7,10,7
sharp luxury,0.5555555555555556,9,5
sharp filing,0.9,10,9
secret lunch,0.8,10,8
extraordinary modification,0.9,10,9
molecular pest,0.7777777777777778,9,7
interested description,0.5,10,5
green presidency,0.4444444444444444,9,4
fundamental arrival,0.4444444444444444,9,4
past chest,0.125,8,1
remote pick,0.7,10,7
accurate activity,0.7,10,7
manual wrist,0.1,10,1
linear musician,0.2222222222222222,9,2
civilian artefact,0.875,8,7
preliminary monkey,0.1,10,1
net wisdom,0.6666666666666666,9,6
yellow renewal,0.1,10,1
strong grave,0.5,10,5
independent foreigner,0.8,10,8
brown laboratory,0.5,8,4
nice relay,0.6,10,6
strong radar,0.5555555555555556,9,5
cheap corps,0.3333333333333333,9,3
underground pepper,0.3333333333333333,9,3
graphic salary,0.4,10,4
audio tenant,0.2222222222222222,9,2
hidden mess,0.875,8,7
normal campaigning,0.5555555555555556,9,5
innovative dead,0.0,10,0
global short,0.7,10,7
compulsory alloy,0.45454545454545453,11,5
planned chimney,0.6666666666666666,9,6
careful branch,0.1,10,1
psychological item,0.6,10,6
tough hamlet,0.4,10,4
graphic recruit,0.3333333333333333,9,3
Korean jungle,1.0,9,9
romantic cutting,0.3333333333333333,9,3
oral trick,0.5,10,5
unique swimmer,0.875,8,7
female saving,0.2,10,2
disabled despair,0.4,10,4
amazing emperor,0.7777777777777778,9,7
important gardening,0.7777777777777778,9,7
opposite inventor,0.2,10,2
accessible wardrobe,0.9,10,9
comic choice,0.5,8,4
audio critic,0.8,10,8
easy cricket,0.3,10,3
underground merger,0.6666666666666666,9,6
conservative publishing,1.0,10,10
magnetic statistic,0.0,10,0
parallel defender,0.2,10,2
vocal debit,0.2,10,2
economic respondent,0.625,8,5
fat manga,0.4,10,4
tough auction,0.8,10,8
crucial derivative,0.5555555555555556,9,5
Turkish vegetation,1.0,9,9
artificial spell,0.3333333333333333,9,3
psychological badge,0.9,10,9
pregnant oxide,0.0,8,0
outer pregnancy,0.1,10,1
linear sleeping,0.2,10,2
impossible limb,0.1,10,1
extensive second,0.25,8,2
Western cancellation,0.2,10,2
magnificent medicine,0.875,8,7
past steering,0.3333333333333333,9,3
chief apprenticeship,0.8888888888888888,9,8
intense socket,0.2222222222222222,9,2
Japanese rep,0.5555555555555556,9,5
revolutionary slot,0.5555555555555556,9,5
optical subsidy,0.3,10,3
flexible demographic,0.7,10,7
near continuation,0.625,8,5
Conservative memory,0.4444444444444444,9,4
double narrator,0.6,10,6
dual laughter,0.5555555555555556,9,5
tight notation,0.5555555555555556,9,5
innovative exhaust,0.375,8,3
extreme healthcare,0.8,10,8
inclusive bay,0.3333333333333333,9,3
plain excellence,0.6,10,6
initial textbook,0.7777777777777778,9,7
honest inclusion,0.7777777777777778,9,7
considerable horse,0.2222222222222222,9,2
theoretical pill,0.2,10,2
industrial recreation,0.5,8,4
literary caution,0.3333333333333333,9,3
adequate gate,0.5,10,5
former rationale,0.7777777777777778,9,7
unique landfill,0.7,10,7
fellow blow,0.4444444444444444,9,4
prime priest,0.5,10,5
public laser,0.5,10,5
dedicated inheritance,0.7777777777777778,9,7
video portrayal,0.7777777777777778,9,7
giant addiction,0.4,10,4
minimal broadcast,0.6666666666666666,9,6
fair scripture,0.5,10,5
deep declaration,0.75,8,6
professional paperback,0.6,10,6
ethical comedian,0.5,8,4
black aunt,0.75,8,6
wooden coefficient,0.0,10,0
nearby handbook,0.4444444444444444,9,4
accurate ballet,0.8888888888888888,9,8
